RowID,Original Row information,Date,Party,Location,Speaker,SpeakerInfo,Question,Topic,Discourse w/names,Discourse w/o names
869,465,6/27/2019,Democrat,"Miami, Florida",TODD,Moderator,20,Candidates on gun control,TODD: We’re going to go the issue of guns and–,We’re going to go the issue of guns and–
870,466,6/27/2019,Democrat,"Miami, Florida",MADDOW,Candidate,20,Candidates on gun control,"MADDOW: Congressman Swalwell, among this field of candidates you have a unique position on gun reform. You’re proposing that the government should buy back every assault weapon in America and it should be mandator. How do you envision that working especially in states where gun rights are a flashpoint?","Congressman Swalwell, among this field of candidates you have a unique position on gun reform. You’re proposing that the government should buy back every assault weapon in America and it should be mandator. How do you envision that working especially in states where gun rights are a flashpoint?"
871,467,6/27/2019,Democrat,"Miami, Florida",SWALWELL,Candidate,20,Candidates on gun control,"SWALWELL: Keep your pistols, keep your rifles, keep your shotguns but we can take the most dangerous weapons from the most dangerous people. We have the NRA on the ropes because of the Moms because the Brady Group, because of Giffords, because of March for Our Lives. But I’m the only candidate on this stage calling for a ban and buyback of every single assault weapon in America. I’ve seen the plans of the other candidates here. They would all leave 15 million assault in our communities. They wouldn’t do a single thing to save a single life in Parkland. I will approach this issue as a prosecutor. I will approach it as the only person on this stage who has voted and passed background checks–but also as a parent of a generation who sends our children to school where we look at what they’re wearing so we can remember it in case we have to identify them later. A generation who has seen thousands of black children killed in our streets and a generation who goes to the theater and we actually where the fire exits are. We don’t have to live this way. We must be a country who loves our children more than we love our guns.","Keep your pistols, keep your rifles, keep your shotguns but we can take the most dangerous weapons from the most dangerous people. We have the NRA on the ropes because of the Moms because the Brady Group, because of Giffords, because of March for Our Lives. But I’m the only candidate on this stage calling for a ban and buyback of every single assault weapon in America. I’ve seen the plans of the other candidates here. They would all leave 15 million assault in our communities. They wouldn’t do a single thing to save a single life in Parkland. I will approach this issue as a prosecutor. I will approach it as the only person on this stage who has voted and passed background checks–but also as a parent of a generation who sends our children to school where we look at what they’re wearing so we can remember it in case we have to identify them later. A generation who has seen thousands of black children killed in our streets and a generation who goes to the theater and we actually where the fire exits are. We don’t have to live this way. We must be a country who loves our children more than we love our guns."
872,468,6/27/2019,Democrat,"Miami, Florida",MADDOW,Candidate,20,Candidates on gun control,"MADDOW: Senator Sanders a Vermont newspaper recently released portions of an interview you gave in 2013 in which you said, “My own view on guns is everything being equal, states should make those decisions.","Senator Sanders a Vermont newspaper recently released portions of an interview you gave in 2013 in which you said, “My own view on guns is everything being equal, states should make those decisions."
873,469,6/27/2019,Democrat,"Miami, Florida",SANDERS,Candidate,20,Candidates on gun control,SANDERS: No.,No.
874,470,6/27/2019,Democrat,"Miami, Florida",MADDOW,Candidate,20,Candidates on gun control,MADDOW: Has your thinking changed since then? Do you now think there’s a federal role to play?,Has your thinking changed since then? Do you now think there’s a federal role to play?
875,471,6/27/2019,Democrat,"Miami, Florida",SANDERS,Candidate,20,Candidates on gun control,SANDERS: Mischaracterization of my thinking. Look–,Mischaracterization of my thinking. Look–
876,472,6/27/2019,Democrat,"Miami, Florida",MADDOW,Candidate,20,Candidates on gun control,MADDOW: It’s a quote of you.,It’s a quote of you.
877,473,6/27/2019,Democrat,"Miami, Florida",SANDERS,Candidate,20,Candidates on gun control,"SANDERS: We have a gun–we have a gun crisis right now. 40,000 people a year are getting killed. In 1988, Rachel, when it wasn’t popular I ran on a platform of banning assault weapons and in fact, lost that race for Congress. I have a D minus voting record from the NRA. And I believe that what we need is comprehensive gun–gun legislation that, among other things, provides universal background. We end the gun show loophole. We end the straw man provision. And I believed in 1988 and I believe today that assault weapons–","We have a gun–we have a gun crisis right now. 40,000 people a year are getting killed. In 1988, Rachel, when it wasn’t popular I ran on a platform of banning assault weapons and in fact, lost that race for Congress. I have a D minus voting record from the NRA. And I believe that what we need is comprehensive gun–gun legislation that, among other things, provides universal background. We end the gun show loophole. We end the straw man provision. And I believed in 1988 and I believe today that assault weapons–"
878,474,6/27/2019,Democrat,"Miami, Florida",SWALWELL,Candidate,20,Candidates on gun control,SWALWELL: –Why would you–why would you leave 15 million on the streets–,–Why would you–why would you leave 15 million on the streets–
879,475,6/27/2019,Democrat,"Miami, Florida",SANDERS,Candidate,20,Candidates on gun control,SANDERS: –Assault weapons–assault weapons–,–Assault weapons–assault weapons–
880,476,6/27/2019,Democrat,"Miami, Florida",SWALWELL,Candidate,20,Candidates on gun control,SWALWELL: –Why would you leave–Senator–,–Why would you leave–Senator–
881,477,6/27/2019,Democrat,"Miami, Florida",SANDERS,Candidate,20,Candidates on gun control,SANDERS: –Are weapons–,–Are weapons–
882,478,6/27/2019,Democrat,"Miami, Florida",SWALWELL,Candidate,20,Candidates on gun control,SWALWELL: –You leave 15 million on the streets–,–You leave 15 million on the streets–
883,479,6/27/2019,Democrat,"Miami, Florida",SANDERS,Candidate,20,Candidates on gun control,SANDERS: –Are from the military–,–Are from the military–
884,480,6/27/2019,Democrat,"Miami, Florida",SWALWELL,Candidate,20,Candidates on gun control,SWALWELL: –Though–,–Though–
885,481,6/27/2019,Democrat,"Miami, Florida",SANDERS,Candidate,20,Candidates on gun control,SANDERS: –And that they should not be on the streets–,–And that they should not be on the streets–
886,482,6/27/2019,Democrat,"Miami, Florida",SWALWELL,Candidate,20,Candidates on gun control,SWALWELL: –Why do you leave–,–Why do you leave–
887,483,6/27/2019,Democrat,"Miami, Florida",SANDERS,Candidate,20,Candidates on gun control,SANDERS: –Of America.,–Of America.
888,484,6/27/2019,Democrat,"Miami, Florida",SWALWELL,Candidate,20,Candidates on gun control,SWALWELL: You would–your plan leaves them on the streets. You leave 15 million on the streets.,You would–your plan leaves them on the streets. You leave 15 million on the streets.
889,485,6/27/2019,Democrat,"Miami, Florida",SANDERS,Candidate,20,Candidates on gun control,SANDERS: We ban the sale and–we ban the sale and distribution–,We ban the sale and–we ban the sale and distribution–
890,486,6/27/2019,Democrat,"Miami, Florida",SWALWELL,Candidate,20,Candidates on gun control,SWALWELL: –Will you buy them back–,–Will you buy them back–
891,487,6/27/2019,Democrat,"Miami, Florida",SANDERS,Candidate,20,Candidates on gun control,SANDERS: –And that’s what I’ve believed for many years.,–And that’s what I’ve believed for many years.
892,488,6/27/2019,Democrat,"Miami, Florida",SWALWELL,Candidate,20,Candidates on gun control,SWALWELL: Will you–will you buy them back?,Will you–will you buy them back?
